Plot Identifier,Plant Common Name,Plant Order,Plant Family,Plant Genus,Plant Species,Insect Common Name,Insect Order,Insect Family,Insect Genus,Insect Species,Notes,iNat Link,Second iNat link
CB-27,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
CB-27,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Genus Lasioglossum,Hymenoptera,Halictidae,Lasioglossum,,,https://www.inaturalist.org/observations/322185221,
CB-27,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Florida Calligrapher,Diptera,Syrphidae,Toxomerus,floralis,,https://www.inaturalist.org/observations/322185227,
CB-27,Sidebeak Pencilflower,Fabales,Fabaceae,Stylosanthes,biflora,Florida Calligrapher,Diptera,Syrphidae,Toxomerus,floralis,,https://www.inaturalist.org/observations/322185227,
CB-27,Common Fanpetals,Malvales,Malvaceae,Sida,ulmifolia,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,,
CB-27,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Spider Wasps,Hymenoptera,Pompilidae,,,check id on iNat,https://www.inaturalist.org/observations/322185225,
CB-27,Common Fanpetals,Malvales,Malvaceae,Sida,ulmifolia,Florida Calligrapher,Diptera,Syrphidae,Toxomerus,floralis,,https://www.inaturalist.org/observations/322185227,
CB-27,Sidebeak Pencilflower,Fabales,Fabaceae,Stylosanthes,biflora,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,,
CB-27,Common Fanpetals,Malvales,Malvaceae,Sida,ulmifolia,Phaon Crescent ,Lepidoptera,Nymphalidae,Phyciodes,phaon,,,
CB-27,Rust Weed,Lamiales,Tetrachondraceae,Polypremum,procumbens,Florida Calligrapher,Diptera,Syrphidae,Toxomerus,floralis,,https://www.inaturalist.org/observations/322185227,
CB-27,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Poecilanthrax lucifer,Diptera,Bombyliidae,Poecilanthrax,lucifer,,https://www.inaturalist.org/observations/322185231,
CB-28,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
QW-32,Sidebeak Pencilflower,Fabales,Fabaceae,Stylosanthes,biflora,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,,
QW-32,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,,
QW-32,Creeping Indigo,Fabales,Fabaceae,Indigofera,spicata,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,,
QW-32,Common Fanpetals,Malvales,Malvaceae,Sida,ulmifolia,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,,
QW-32,Creeping Tick Trefoil,Fabales,Fabaceae,Grona,triflora,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,,
QW-32,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
QW-32,Common Fanpetals,Malvales,Malvaceae,Sida,ulmifolia,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,,
QW-32,Common Fanpetals,Malvales,Malvaceae,Sida,ulmifolia,Tropical Checkered-Skipper,Lepidoptera,Hesperiidae,Burnsius,oileus,,https://www.inaturalist.org/observations/322482024,
QW-32,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,,
HK-20,Caesaer Weed,Malvales,Malvaceae,Urena,lobata,Zebra Longwing,Lepidoptera,Nymphalidae,Heliconius,charithonia,,,
HK-21,Pale Tasselflower,Asterales,Asteraceae,Emilia,praetermissa,Zebra Longwing,Lepidoptera,Nymphalidae,Heliconius,charithonia,,,
MT-21,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Striped Sweat Bees,Hymenoptera,Halictidae,Agapostemon,,,,
MT-21,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Mexican Paper Wasp,Hymenoptera,Vespidae,Mischocyttarus,mexicanus,check id on iNat,https://www.inaturalist.org/observations/323115508,https://www.inaturalist.org/observations/322604791
MT-21,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
HS-19,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
HS-19,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,,
HS-19,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,White-lined Sphinx,Lepidoptera,Sphingidae,Hyles,lineata,,,
HS-19,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Striped Sweat Bees,Hymenoptera,Halictidae,Agapostemon,,,,
HS-19,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Northern Plushback,Diptera,Syrphidae,Palpada,vinetorum ,,,
HS-19,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Gulf Fritillary,Lepidoptera,Nymphalidae,Dione ,vanillae,,,
HS-21,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
HS-21,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Zebra Longwing,Lepidoptera,Nymphalidae,Heliconius,charithonia,,,
CB-29,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Zebra Longwing,Lepidoptera,Nymphalidae,Heliconius,charithonia,,,
CB-29,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,,
CB-29,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
CB-29,Gomphrena Weed,Caryophyllales,Amaranthaceae,Gomphrena,serrata,Zebra Longwing,Lepidoptera,Nymphalidae,Heliconius,charithonia,,,
CB-29,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
CB-29,Gomphrena Weed,Caryophyllales,Amaranthaceae,Gomphrena,serrata,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,,
CB-30,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
CB-30,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,New World Banded Thynnid Wasps,Hymenoptera,Thynnidae,Myzinum,,,https://www.inaturalist.org/observations/327321083,
CB-32,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
CB-32,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
CB-32,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
CB-32,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,,
CB-32,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Tropical Checkered-Skipper,Lepidoptera,Hesperiidae,Burnsius,oileus,,https://www.inaturalist.org/observations/327321089,
CB-32,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Tropical Checkered-Skipper,Lepidoptera,Hesperiidae,Burnsius,oileus,,https://www.inaturalist.org/observations/327321089,
CB-32,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Striped Sweat Bees,Hymenoptera,Halictidae,Agapostemon,,,https://www.inaturalist.org/observations/327321092,
CB-32,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,,
CB-32,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Fiery Skipper,Lepidoptera,Hesperiidae,Hylephila,phyleus,check id on iNat,https://www.inaturalist.org/observations/327321095,
CB-32,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Red-marked Pachodynerus Wasp,Hymenoptera,Vespidae,Pachodynerus,erynnis,check id on iNat,https://www.inaturalist.org/observations/327321096,
CB-32,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Phaon Crescent ,Lepidoptera,Nymphalidae,Phyciodes,phaon,,,
CB-32,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,White-faced Plushback,Diptera,Syrphidae,Palpada,albifrons,,https://www.inaturalist.org/observations/327321099,
VV-29,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
VV-29,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,,
VV-29,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
VV-29,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Spider Wasps,Hymenoptera,Pompilidae,,,check id on iNat,https://www.inaturalist.org/observations/327321102,
VV-29,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Pure Green Sweat Bee,Hymenoptera,Halictidae,Augochlora,pura,check id on iNat,https://www.inaturalist.org/observations/327321103,
VV-29,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
VV-29,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,,
VV-31,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
VV-31,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Horse Paper Wasp,Hymenoptera,Vespidae,Polistes,major,,https://www.inaturalist.org/observations/327321104,
VV-32,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,,
VV-32,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Phaon Crescent ,Lepidoptera,Nymphalidae,Phyciodes,phaon,,,
MK-42,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
MK-43,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
MK-43,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
MK-43,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Dorantes Longtail,Lepidoptera,Hesperiidae,Cecropterus,dorantes,,,
MK-43,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
MK-43,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Three-banded Scoliid Wasp,Hymenoptera,Scoliidae,Dielis,trifasciata,,https://www.inaturalist.org/observations/327321116,
MK-43,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Ocola Skipper,Lepidoptera,Hesperiidae,Panoquina,ocola,check id on iNat,https://www.inaturalist.org/observations/327321115,
MK-43,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Striped Sweat Bees,Hymenoptera,Halictidae,Agapostemon,,,,
LK-24,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,,
LK-24,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Northern Plushback,Diptera,Syrphidae,Palpada,vinetorum ,,,
LK-24,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Caribbean Scoliid Wasp,Hymenoptera,Scoliidae,Dielis,dorsata,,https://www.inaturalist.org/observations/327321123,
LK-24,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
QW-33,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
QW-33,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
QW-33,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
QW-33,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,,
QW-33,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
QW-33,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Spider Wasps,Hymenoptera,Pompilidae,,,check id on iNat,https://www.inaturalist.org/observations/328210284,
QW-34,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
QW-34,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
QW-34,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
QW-34,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Striped Sweat Bees,Hymenoptera,Halictidae,Agapostemon,,,https://www.inaturalist.org/observations/328210287,
QW-34,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Double-banded Plushback,Diptera,Syrphidae,Palpada,agrorum,,,
QW-34,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Double-banded Plushback,Diptera,Syrphidae,Palpada,agrorum,,,
QW-35,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
QW-35,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
QW-35,Caribbean Stylo,Fabales,Fabaceae,Stylosanthes,hamata,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,,
QW-35,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,,
QW-35,Caribbean Stylo,Fabales,Fabaceae,Stylosanthes,hamata,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,,
QW-35,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Dorantes Longtail,Lepidoptera,Hesperiidae,Cecropterus,dorantes,,,
QW-36,Trailing Daisy,Asterales,Asteraceae,Sphagneticola,trilobata,Ocola Skipper,Lepidoptera,Hesperiidae,Panoquina,ocola,check id on iNat,https://www.inaturalist.org/observations/328210294,
HS-22,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Cellophane Bees,Hymenoptera,Colletidae,Colletes,,check id on iNat,https://www.inaturalist.org/observations/329143410,
HS-22,Narrowleaf Silkgrass,Asterales,Asteraceae,Pityopsis,graminifolia,Cellophane Bees,Hymenoptera,Colletidae,Colletes,,check id on iNat,https://www.inaturalist.org/observations/329143410,
HS-22,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Villa lateralis,Diptera,Bombyliidae,Villa,lateralis,,https://www.inaturalist.org/observations/328210296,
HS-22,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
HS-22,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
HS-22,Narrowleaf Silkgrass,Asterales,Asteraceae,Pityopsis,graminifolia,Villa lateralis,Diptera,Bombyliidae,Villa,lateralis,,https://www.inaturalist.org/observations/328210296,
HS-22,Narrowleaf Silkgrass,Asterales,Asteraceae,Pityopsis,graminifolia,Toxophora,Diptera,Bombyliidae,Toxophora,,check id on iNat,https://www.inaturalist.org/observations/328210301,
HS-22,Narrowleaf Silkgrass,Asterales,Asteraceae,Pityopsis,graminifolia,Striped Sweat Bees,Hymenoptera,Halictidae,Agapostemon,,,https://www.inaturalist.org/observations/329143395,
HS-22,Narrowleaf Silkgrass,Asterales,Asteraceae,Pityopsis,graminifolia,Mexican Paper Wasp,Hymenoptera,Vespidae,Mischocyttarus,mexicanus,,https://www.inaturalist.org/observations/329143423,
HS-22,Narrowleaf Silkgrass,Asterales,Asteraceae,Pityopsis,graminifolia,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,,
HS-23,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
HS-23,Feay's Palafox,Asterales,Asteraceae,Palafoxia,feayi,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
HS-24,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Umbrella Paper Wasps,Hymenoptera,Vespidae,Polistes,,,https://www.inaturalist.org/observations/329143442,
HS-24,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
MK-46,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,,
MK-46,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,,
MK-47,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Black-sided Calligrapher,Diptera,Syrphidae,Toxomerus,corbis,check id on iNat,https://www.inaturalist.org/observations/329336471,
MK-47,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
MK-47,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Florida Calligrapher,Diptera,Syrphidae,Toxomerus,floralis,,,
MK-47,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,,
MK-47,Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Florida Calligrapher,Diptera,Syrphidae,Toxomerus,floralis,,,
MK-47,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Florida Calligrapher,Diptera,Syrphidae,Toxomerus,floralis,,,
MK-47,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
MK-47,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
CB-33,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
CB-33,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Fiery Skipper,Lepidoptera,Hesperiidae,Hylephila,phyleus,,,
CB-33,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Caribbean Scoliid Wasp,Hymenoptera,Scoliidae,Dielis,dorsata,,https://www.inaturalist.org/observations/329625291,
CB-33,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,,
CB-33,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,,
CB-33,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Phaon Crescent ,Lepidoptera,Nymphalidae,Phyciodes,phaon,,,
CB-33,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
CB-33,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
CB-33,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Three-banded Scoliid Wasp,Hymenoptera,Scoliidae,Dielis,trifasciata,,https://www.inaturalist.org/observations/329625297,
CB-34,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
CB-34,Sidebeak Pencilflower,Fabales,Fabaceae,Stylosanthes,biflora,Tropical Checkered-Skipper,Lepidoptera,Hesperiidae,Burnsius,oileus,,,
CB-34,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Northern Plushback,Diptera,Syrphidae,Palpada,vinetorum ,,,
CB-34,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
CB-34,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
CB-35,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
CB-35,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Fiery Skipper,Lepidoptera,Hesperiidae,Hylephila,phyleus,,,
CB-35,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
CB-35,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,,
CB-35,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Phaon Crescent ,Lepidoptera,Nymphalidae,Phyciodes,phaon,,,
CB-35,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,,
CB-35,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,,
CB-36,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
VV-33,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
VV-33,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
VV-34,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
VV-36,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
VV-36,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
MT-27,American Beautyberry,Lamiales,Lamiaceae,Callicarpa,americana,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
HK-25,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
QW-37,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
QW-37,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
QW-37,Trailing Daisy,Asterales,Asteraceae,Sphagneticola,trilobata,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,,
QW-37,Caribbean Stylo,Fabales,Fabaceae,Stylosanthes,hamata,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,,
QW-38,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Three-spotted Skipper,Lepidoptera,Hesperiidae,Cymaenes,tripunctus,check id on iNat,https://www.inaturalist.org/observations/329625326,
QW-38,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Dorantes Longtail,Lepidoptera,Hesperiidae,Cecropterus,dorantes,,,
QW-38,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Tropical Checkered-Skipper,Lepidoptera,Hesperiidae,Burnsius,oileus,,,
QW-38,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Cassius Blue,Lepidoptera,Lycaenidae,Leptotes,cassius,,,
QW-38,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
QW-38,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
QW-38,Common Fanpetals,Malvales,Malvaceae,Sida,ulmifolia,Tropical Checkered-Skipper,Lepidoptera,Hesperiidae,Burnsius,oileus,,,
QW-38,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Striped Sweat Bees,Hymenoptera,Halictidae,Agapostemon,,,https://www.inaturalist.org/observations/329625338,
QW-39,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
QW-39,Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
QW-39,Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
QW-39,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,,
QW-39,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,,
QW-39,White Beggarticks,Asterales,Rubiaceae,Bidens,alba,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,,
QW-39,Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,,
