Taxon.name,URL,Tagged.by,Flower_Genus,Flower_species,Flower_IDer,FLW_ID_Conf,project,id.y,uuid,field_id,datatype,name,name_ci,value,value_ci,updater_id,user_id,taxon_id,taxon.id,taxon.rank,taxon.rank_level,taxon.iconic_taxon_id,taxon.ancestor_ids,taxon.is_active,taxon.min_species_taxon_id,taxon.name,taxon.parent_id,taxon.ancestry,taxon.min_species_ancestry,taxon.extinct,taxon.provisional,taxon.created_at,taxon.taxon_changes_count,taxon.taxon_schemes_count,taxon.observations_count,taxon.photos_locked,taxon.universal_search_rank,taxon.current_synonymous_taxon_ids,taxon.atlas_id,taxon.complete_species_count,taxon.wikipedia_url,taxon.iconic_taxon_name,taxon.preferred_common_name,taxon.default_photo.id,taxon.default_photo.license_code,taxon.default_photo.attribution,taxon.default_photo.url,taxon.default_photo.flags,taxon.default_photo.attribution_name,taxon.default_photo.square_url,taxon.default_photo.medium_url,taxon.default_photo.original_dimensions.height,taxon.default_photo.original_dimensions.width,taxon.flag_counts.resolved,taxon.flag_counts.unresolved,user.id,user.login,user.spam,user.suspended,user.created_at,user.login_autocomplete,user.login_exact,user.name,user.name_autocomplete,user.orcid,user.icon,user.observations_count,user.identifications_count,user.journal_posts_count,user.activity_count,user.species_count,user.annotated_observations_count,user.universal_search_rank,user.roles,user.site_id,user.icon_url,taxon.conservation_status.id,taxon.conservation_status.place_id,taxon.conservation_status.source_id,taxon.conservation_status.user_id,taxon.conservation_status.authority,taxon.conservation_status.status,taxon.conservation_status.status_name,taxon.conservation_status.geoprivacy,taxon.conservation_status.iucn,Park.Name,Plant_ID,Interaction.ID
Leptotes cassius,https://www.inaturalist.org/observations/100535178,Thomas,Spermacoce,verticillata,Toni,100%,NA,19870512,f65cb30c-3c61-49e4-9451-e7a5b79a6e93,3126,taxon,Interaction->Visited flower of,Interaction->Visited flower of,169171,169171,NA,738948,169171,169171,species,10,47126,,TRUE,169171,Spermacoce verticillata,131832,48460/47126/211194/47125/47124/47363/47693/788064/788088/131832,"48460,47126,211194,47125,47124,47363,47693,788064,788088,131832,169171",FALSE,FALSE,2012-10-22T22:59:30+00:00,1,3,12116,FALSE,12116,NA,NA,NA,https://en.wikipedia.org/wiki/Spermacoce_verticillata,Plantae,shrubby false buttonweed,2690565,NA,"(c) Jay Keller, all rights reserved, uploaded by Jay Keller",https://static.inaturalist.org/photos/2690565/square.jpg,,Jay Keller,https://static.inaturalist.org/photos/2690565/square.jpg,https://static.inaturalist.org/photos/2690565/medium.jpg,1536,2048,0,0,738948,buggybuddy,FALSE,FALSE,2017-12-23T06:27:24+00:00,buggybuddy,buggybuddy,Jade Fortnash,Jade Fortnash,NA,https://static.inaturalist.org/attachments/users/icons/738948/thumb.png?1691372010,18345,8903,1,27249,2740,1936,18345,,1,https://static.inaturalist.org/attachments/users/icons/738948/medium.png?1691372010,NA,NA,NA,NA,NA,NA,NA,NA,NA,Highlands Scrub,Spermacoce verticillata,Spermacoce verticillata | Leptotes cassius
Dione vanillae,https://www.inaturalist.org/observations/100610413,Noelle,Richardia,grandiflora,Jake,100%,Thomas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Long Key,Richardia grandiflora,Richardia grandiflora | Dione vanillae
Heliconius charithonia,https://www.inaturalist.org/observations/101157207,Thomas,Bidens,alba,Lange,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Long Key,Bidens alba,Bidens alba | Heliconius charithonia
Apis mellifera,https://www.inaturalist.org/observations/101165785,Noelle,Bidens,alba,Toni,100%,Thomas,16852750,6b5323d8-21bb-41f8-95e9-b9d34ddedb3a,3126,taxon,Interaction->Visited flower of,Interaction->Visited flower of,1095846,1095846,NA,349183,1095846,1095846,species,10,47126,,TRUE,1095846,Bidens alba,50204,48460/47126/211194/47125/47124/47605/47604/632790/568277/50204,"48460,47126,211194,47125,47124,47605,47604,632790,568277,50204,1095846",FALSE,FALSE,2020-06-05T17:31:55+00:00,4,2,91756,FALSE,91756,NA,30122,NA,https://en.wikipedia.org/wiki/Bidens_alba,Plantae,White beggarticks,86500140,cc0,"no rights reserved, uploaded by 葉子",https://inaturalist-open-data.s3.amazonaws.com/photos/86500140/square.jpeg,,葉子,https://inaturalist-open-data.s3.amazonaws.com/photos/86500140/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/86500140/medium.jpeg,1536,2048,3,0,349183,joemdo,FALSE,FALSE,2016-10-12T00:08:13+00:00,joemdo,joemdo,Joe MDO,Joe MDO,NA,https://static.inaturalist.org/attachments/users/icons/349183/thumb.jpg?1662070326,126435,249147,9,375591,11568,63401,126435,,1,https://static.inaturalist.org/attachments/users/icons/349183/medium.jpg?1662070326,NA,NA,NA,NA,NA,NA,NA,NA,NA,Long Key,Bidens alba,Bidens alba | Apis mellifera
Eurema daira,https://www.inaturalist.org/observations/101407530,Thomas,Calyptocarpus,vialis,Lange,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB Smith,Calyptocarpus vialis,Calyptocarpus vialis | Eurema daira
Agapostemon splendens,https://www.inaturalist.org/observations/101959793,MaryJo,Spermacoce,verticillata,Toni,100%,Thomas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Military Trail,Spermacoce verticillata,Spermacoce verticillata | Agapostemon splendens
Apis mellifera,https://www.inaturalist.org/observations/102039356,Thomas,Bidens,alba,Toni,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quiet Waters,Bidens alba,Bidens alba | Apis mellifera
Pyrausta tyralis,https://www.inaturalist.org/observations/102135851,Thomas,Sphagneticola,trilobata,Lange,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quiet Waters,Sphagneticola trilobata,Sphagneticola trilobata | Pyrausta tyralis
Halictus poeyi,https://www.inaturalist.org/observations/102135852,Thomas,Sphagneticola,trilobata,Toni,100%,NA,16949842,d195a936-3421-424f-a717-daf0f7f07a1c,3126,taxon,Interaction->Visited flower of,Interaction->Visited flower of,246102,246102,NA,349183,246102,246102,species,10,47126,,TRUE,246102,Sphagneticola trilobata,246103,48460/47126/211194/47125/47124/47605/47604/632790/605446/639448/246103,"48460,47126,211194,47125,47124,47605,47604,632790,605446,639448,246103,246102",FALSE,FALSE,2013-04-29T03:00:41+00:00,2,3,48957,FALSE,48957,NA,NA,NA,http://en.wikipedia.org/wiki/Sphagneticola_trilobata,Plantae,Trailing Daisy,43898069,cc0,"no rights reserved, uploaded by 葉子",https://inaturalist-open-data.s3.amazonaws.com/photos/43898069/square.jpeg,,葉子,https://inaturalist-open-data.s3.amazonaws.com/photos/43898069/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/43898069/medium.jpeg,1536,2048,1,0,349183,joemdo,FALSE,FALSE,2016-10-12T00:08:13+00:00,joemdo,joemdo,Joe MDO,Joe MDO,NA,https://static.inaturalist.org/attachments/users/icons/349183/thumb.jpg?1662070326,126435,249147,9,375591,11568,63401,126435,,1,https://static.inaturalist.org/attachments/users/icons/349183/medium.jpg?1662070326,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quiet Waters,Sphagneticola trilobata,Sphagneticola trilobata | Halictus poeyi
Danaus gilippus,https://www.inaturalist.org/observations/102179417,Noelle,Bidens,alba,Toni,100%,Thomas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Markham,Bidens alba,Bidens alba | Danaus gilippus
Eurema daira,https://www.inaturalist.org/observations/102179598,Thomas,Cuphea,strigulosa,Lange,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Markham,Cuphea strigulosa,Cuphea strigulosa | Eurema daira
Marpesia petreus,https://www.inaturalist.org/observations/104247972,Thomas,Chromolaena,odorata,Lange,100%,NA,19870399,ad6d71b2-16e2-4995-9bfe-e31009193367,3126,taxon,Interaction->Visited flower of,Interaction->Visited flower of,199400,199400,NA,738948,199400,199400,species,10,47126,,TRUE,199400,Chromolaena odorata,154029,48460/47126/211194/47125/47124/47605/47604/632790/153419/901068/154029,"48460,47126,211194,47125,47124,47605,47604,632790,153419,901068,154029,199400",FALSE,FALSE,2012-12-29T23:03:23+00:00,1,3,23068,FALSE,23068,NA,NA,NA,http://en.wikipedia.org/wiki/Chromolaena_odorata,Plantae,Siam weed,63410243,cc-by,"(c) Brian Oakes Haiti Hunter, some rights reserved (CC BY), uploaded by Brian Oakes Haiti Hunter",https://inaturalist-open-data.s3.amazonaws.com/photos/63410243/square.jpeg,,Brian Oakes Haiti Hunter,https://inaturalist-open-data.s3.amazonaws.com/photos/63410243/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/63410243/medium.jpeg,683,1024,1,0,738948,buggybuddy,FALSE,FALSE,2017-12-23T06:27:24+00:00,buggybuddy,buggybuddy,Jade Fortnash,Jade Fortnash,NA,https://static.inaturalist.org/attachments/users/icons/738948/thumb.png?1691372010,18345,8903,1,27249,2740,1936,18345,,1,https://static.inaturalist.org/attachments/users/icons/738948/medium.png?1691372010,NA,NA,NA,NA,NA,NA,NA,NA,NA,Long Key,Chromolaena odorata,Chromolaena odorata | Marpesia petreus
Hemiargus ceraunus,https://www.inaturalist.org/observations/104434687,Lucas,Spermacoce,verticillata,Toni,100%,Thomas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quiet Waters,Spermacoce verticillata,Spermacoce verticillata | Hemiargus ceraunus
Marpesia petreus,https://www.inaturalist.org/observations/104826603,Thomas,Eupatorium,serotinum,Lange,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Markham,Eupatorium serotinum,Eupatorium serotinum | Marpesia petreus
Anartia jatrophae,https://www.inaturalist.org/observations/104826604,Noelle,Bidens,alba,Toni,100%,Thomas,17259891,868d7d63-5965-4962-9abe-bb793eb2ac30,3126,taxon,Interaction->Visited flower of,Interaction->Visited flower of,1095846,1095846,349183,349183,1095846,1095846,species,10,47126,,TRUE,1095846,Bidens alba,50204,48460/47126/211194/47125/47124/47605/47604/632790/568277/50204,"48460,47126,211194,47125,47124,47605,47604,632790,568277,50204,1095846",FALSE,FALSE,2020-06-05T17:31:55+00:00,4,2,91756,FALSE,91756,NA,30122,NA,https://en.wikipedia.org/wiki/Bidens_alba,Plantae,White beggarticks,86500140,cc0,"no rights reserved, uploaded by 葉子",https://inaturalist-open-data.s3.amazonaws.com/photos/86500140/square.jpeg,,葉子,https://inaturalist-open-data.s3.amazonaws.com/photos/86500140/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/86500140/medium.jpeg,1536,2048,3,0,349183,joemdo,FALSE,FALSE,2016-10-12T00:08:13+00:00,joemdo,joemdo,Joe MDO,Joe MDO,NA,https://static.inaturalist.org/attachments/users/icons/349183/thumb.jpg?1662070326,126435,249147,9,375591,11568,63401,126435,,1,https://static.inaturalist.org/attachments/users/icons/349183/medium.jpg?1662070326,NA,NA,NA,NA,NA,NA,NA,NA,NA,Markham,Bidens alba,Bidens alba | Anartia jatrophae
Halictus poeyi,https://www.inaturalist.org/observations/104990159,Lucas,Helianthus,debilis,Toni,100%,Thomas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quiet Waters,Helianthus debilis,Helianthus debilis | Halictus poeyi
Dryas iulia,https://www.inaturalist.org/observations/107228173,Lucas,Bidens,alba,Toni,100%,Thomas,17530698,2f830671-e36f-4c14-839a-db0b2da80e20,3126,taxon,Interaction->Visited flower of,Interaction->Visited flower of,1095846,1095846,4573202,4573202,1095846,1095846,species,10,47126,,TRUE,1095846,Bidens alba,50204,48460/47126/211194/47125/47124/47605/47604/632790/568277/50204,"48460,47126,211194,47125,47124,47605,47604,632790,568277,50204,1095846",FALSE,FALSE,2020-06-05T17:31:55+00:00,4,2,91756,FALSE,91756,NA,30122,NA,https://en.wikipedia.org/wiki/Bidens_alba,Plantae,White beggarticks,86500140,cc0,"no rights reserved, uploaded by 葉子",https://inaturalist-open-data.s3.amazonaws.com/photos/86500140/square.jpeg,,葉子,https://inaturalist-open-data.s3.amazonaws.com/photos/86500140/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/86500140/medium.jpeg,1536,2048,3,0,4573202,gatorhawk,FALSE,FALSE,2021-06-12T12:38:13+00:00,gatorhawk,gatorhawk,Josiah Londerée,Josiah Londerée,NA,https://static.inaturalist.org/attachments/users/icons/4573202/thumb.jpeg?1726415157,31904,129404,0,161308,6903,2318,31904,,1,https://static.inaturalist.org/attachments/users/icons/4573202/medium.jpeg?1726415157,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quiet Waters,Bidens alba,Bidens alba | Dryas iulia
Thorybes dorantes,https://www.inaturalist.org/observations/107228179,Lucas,Bidens,alba,Toni,100%,Thomas,17530697,62c1ec58-978b-4ce9-ba3b-1b81f1d44b6c,3126,taxon,Interaction->Visited flower of,Interaction->Visited flower of,1095846,1095846,4573202,4573202,1095846,1095846,species,10,47126,,TRUE,1095846,Bidens alba,50204,48460/47126/211194/47125/47124/47605/47604/632790/568277/50204,"48460,47126,211194,47125,47124,47605,47604,632790,568277,50204,1095846",FALSE,FALSE,2020-06-05T17:31:55+00:00,4,2,91756,FALSE,91756,NA,30122,NA,https://en.wikipedia.org/wiki/Bidens_alba,Plantae,White beggarticks,86500140,cc0,"no rights reserved, uploaded by 葉子",https://inaturalist-open-data.s3.amazonaws.com/photos/86500140/square.jpeg,,葉子,https://inaturalist-open-data.s3.amazonaws.com/photos/86500140/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/86500140/medium.jpeg,1536,2048,3,0,4573202,gatorhawk,FALSE,FALSE,2021-06-12T12:38:13+00:00,gatorhawk,gatorhawk,Josiah Londerée,Josiah Londerée,NA,https://static.inaturalist.org/attachments/users/icons/4573202/thumb.jpeg?1726415157,31904,129404,0,161308,6903,2318,31904,,1,https://static.inaturalist.org/attachments/users/icons/4573202/medium.jpeg?1726415157,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quiet Waters,Bidens alba,Bidens alba | Thorybes dorantes
Thorybes dorantes,https://www.inaturalist.org/observations/107228184,Lucas,Bidens,alba,Toni,100%,Thomas,17530694,1b4ef14f-aef7-4943-a18f-5f2f8df24199,3126,taxon,Interaction->Visited flower of,Interaction->Visited flower of,1095846,1095846,4573202,4573202,1095846,1095846,species,10,47126,,TRUE,1095846,Bidens alba,50204,48460/47126/211194/47125/47124/47605/47604/632790/568277/50204,"48460,47126,211194,47125,47124,47605,47604,632790,568277,50204,1095846",FALSE,FALSE,2020-06-05T17:31:55+00:00,4,2,91756,FALSE,91756,NA,30122,NA,https://en.wikipedia.org/wiki/Bidens_alba,Plantae,White beggarticks,86500140,cc0,"no rights reserved, uploaded by 葉子",https://inaturalist-open-data.s3.amazonaws.com/photos/86500140/square.jpeg,,葉子,https://inaturalist-open-data.s3.amazonaws.com/photos/86500140/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/86500140/medium.jpeg,1536,2048,3,0,4573202,gatorhawk,FALSE,FALSE,2021-06-12T12:38:13+00:00,gatorhawk,gatorhawk,Josiah Londerée,Josiah Londerée,NA,https://static.inaturalist.org/attachments/users/icons/4573202/thumb.jpeg?1726415157,31904,129404,0,161308,6903,2318,31904,,1,https://static.inaturalist.org/attachments/users/icons/4573202/medium.jpeg?1726415157,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quiet Waters,Bidens alba,Bidens alba | Thorybes dorantes
Marpesia petreus,https://www.inaturalist.org/observations/107228186,Lucas,Bidens,alba,Toni,100%,Thomas,17530693,1f5323d4-5cf7-4f45-96fd-772394d276ab,3126,taxon,Interaction->Visited flower of,Interaction->Visited flower of,1095846,1095846,4573202,4573202,1095846,1095846,species,10,47126,,TRUE,1095846,Bidens alba,50204,48460/47126/211194/47125/47124/47605/47604/632790/568277/50204,"48460,47126,211194,47125,47124,47605,47604,632790,568277,50204,1095846",FALSE,FALSE,2020-06-05T17:31:55+00:00,4,2,91756,FALSE,91756,NA,30122,NA,https://en.wikipedia.org/wiki/Bidens_alba,Plantae,White beggarticks,86500140,cc0,"no rights reserved, uploaded by 葉子",https://inaturalist-open-data.s3.amazonaws.com/photos/86500140/square.jpeg,,葉子,https://inaturalist-open-data.s3.amazonaws.com/photos/86500140/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/86500140/medium.jpeg,1536,2048,3,0,4573202,gatorhawk,FALSE,FALSE,2021-06-12T12:38:13+00:00,gatorhawk,gatorhawk,Josiah Londerée,Josiah Londerée,NA,https://static.inaturalist.org/attachments/users/icons/4573202/thumb.jpeg?1726415157,31904,129404,0,161308,6903,2318,31904,,1,https://static.inaturalist.org/attachments/users/icons/4573202/medium.jpeg?1726415157,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quiet Waters,Bidens alba,Bidens alba | Marpesia petreus
Cymaenes tripunctus,https://www.inaturalist.org/observations/107228189,Lucas,Bidens,alba,Toni,100%,Thomas,17530692,1efe3e70-a17f-4b34-a43a-aef0215e4f79,3126,taxon,Interaction->Visited flower of,Interaction->Visited flower of,1095846,1095846,4573202,4573202,1095846,1095846,species,10,47126,,TRUE,1095846,Bidens alba,50204,48460/47126/211194/47125/47124/47605/47604/632790/568277/50204,"48460,47126,211194,47125,47124,47605,47604,632790,568277,50204,1095846",FALSE,FALSE,2020-06-05T17:31:55+00:00,4,2,91756,FALSE,91756,NA,30122,NA,https://en.wikipedia.org/wiki/Bidens_alba,Plantae,White beggarticks,86500140,cc0,"no rights reserved, uploaded by 葉子",https://inaturalist-open-data.s3.amazonaws.com/photos/86500140/square.jpeg,,葉子,https://inaturalist-open-data.s3.amazonaws.com/photos/86500140/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/86500140/medium.jpeg,1536,2048,3,0,4573202,gatorhawk,FALSE,FALSE,2021-06-12T12:38:13+00:00,gatorhawk,gatorhawk,Josiah Londerée,Josiah Londerée,NA,https://static.inaturalist.org/attachments/users/icons/4573202/thumb.jpeg?1726415157,31904,129404,0,161308,6903,2318,31904,,1,https://static.inaturalist.org/attachments/users/icons/4573202/medium.jpeg?1726415157,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quiet Waters,Bidens alba,Bidens alba | Cymaenes tripunctus
Heliconius charithonia,https://www.inaturalist.org/observations/107484313,Noelle,Bidens,alba,Toni,100%,Thomas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Long Key,Bidens alba,Bidens alba | Heliconius charithonia
Halictus poeyi,https://www.inaturalist.org/observations/107580967,Thomas,Bidens,alba,Toni,100%,NA,17569166,ec3e8c64-e43b-4444-afd1-65785b9c480b,3126,taxon,Interaction->Visited flower of,Interaction->Visited flower of,1095846,1095846,349183,349183,1095846,1095846,species,10,47126,,TRUE,1095846,Bidens alba,50204,48460/47126/211194/47125/47124/47605/47604/632790/568277/50204,"48460,47126,211194,47125,47124,47605,47604,632790,568277,50204,1095846",FALSE,FALSE,2020-06-05T17:31:55+00:00,4,2,91756,FALSE,91756,NA,30122,NA,https://en.wikipedia.org/wiki/Bidens_alba,Plantae,White beggarticks,86500140,cc0,"no rights reserved, uploaded by 葉子",https://inaturalist-open-data.s3.amazonaws.com/photos/86500140/square.jpeg,,葉子,https://inaturalist-open-data.s3.amazonaws.com/photos/86500140/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/86500140/medium.jpeg,1536,2048,3,0,349183,joemdo,FALSE,FALSE,2016-10-12T00:08:13+00:00,joemdo,joemdo,Joe MDO,Joe MDO,NA,https://static.inaturalist.org/attachments/users/icons/349183/thumb.jpg?1662070326,126435,249147,9,375591,11568,63401,126435,,1,https://static.inaturalist.org/attachments/users/icons/349183/medium.jpg?1662070326,NA,NA,NA,NA,NA,NA,NA,NA,NA,Helene Klein,Bidens alba,Bidens alba | Halictus poeyi
Heliconius charithonia,https://www.inaturalist.org/observations/107902777,Noelle,Bidens,alba,Toni,100%,Thomas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Long Key,Bidens alba,Bidens alba | Heliconius charithonia
Eurema daira,https://www.inaturalist.org/observations/108199345,Thomas,Sida,ulmifolia,Lange,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Markham,Sida ulmifolia,Sida ulmifolia | Eurema daira
Trichiotinus lunulatus,https://www.inaturalist.org/observations/109476162,Noelle,Bidens,alba,Toni,100%,Thomas,17752345,9a78678a-561d-425d-85c1-d89c9d7ae576,3126,taxon,Interaction->Visited flower of,Interaction->Visited flower of,1095846,1095846,NA,349183,1095846,1095846,species,10,47126,,TRUE,1095846,Bidens alba,50204,48460/47126/211194/47125/47124/47605/47604/632790/568277/50204,"48460,47126,211194,47125,47124,47605,47604,632790,568277,50204,1095846",FALSE,FALSE,2020-06-05T17:31:55+00:00,4,2,91756,FALSE,91756,NA,30122,NA,https://en.wikipedia.org/wiki/Bidens_alba,Plantae,White beggarticks,86500140,cc0,"no rights reserved, uploaded by 葉子",https://inaturalist-open-data.s3.amazonaws.com/photos/86500140/square.jpeg,,葉子,https://inaturalist-open-data.s3.amazonaws.com/photos/86500140/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/86500140/medium.jpeg,1536,2048,3,0,349183,joemdo,FALSE,FALSE,2016-10-12T00:08:13+00:00,joemdo,joemdo,Joe MDO,Joe MDO,NA,https://static.inaturalist.org/attachments/users/icons/349183/thumb.jpg?1662070326,126435,249147,9,375591,11568,63401,126435,,1,https://static.inaturalist.org/attachments/users/icons/349183/medium.jpg?1662070326,NA,NA,NA,NA,NA,NA,NA,NA,NA,Long Key,Bidens alba,Bidens alba | Trichiotinus lunulatus
Marpesia petreus,https://www.inaturalist.org/observations/109476289,Noelle,Psychotria,nervosa,Toni,100%,Thomas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Long Key,Psychotria nervosa,Psychotria nervosa | Marpesia petreus
